n_components,solver,shrinkage,tol,balanced_acc,train_balanced_acc,accuracy,precision_macro,recall_macro,f1_macro,brier_score,rmse_proba,E_train,E_test,E_train-E_test,precision_Scratch,recall_Scratch,f1_Scratch,precision_Loc,recall_Loc,f1_Loc,precision_Near-full,recall_Near-full,f1_Near-full,precision_Edge-Ring,recall_Edge-Ring,f1_Edge-Ring,precision_Center,recall_Center,f1_Center,precision_Donut,recall_Donut,f1_Donut,precision_Edge-Loc,recall_Edge-Loc,f1_Edge-Loc,precision_Random,recall_Random,f1_Random
4,eigen,auto,0.001,0.5629,0.5644,0.7146,0.5177,0.5629,0.5281,0.0485,0.2202,0.4356,0.4371,-0.0015,0.0,0.0,0.0,0.5271,0.242,0.3315,0.7641,0.8099,0.7838,0.8746,0.9268,0.8999,0.8446,0.9479,0.8932,0.0,0.0,0.0,0.5286,0.7477,0.6193,0.6027,0.8285,0.6973
4,eigen,,0.01,0.5629,0.5651,0.7146,0.5159,0.5629,0.5278,0.0483,0.2199,0.4349,0.4371,-0.0023,0.0,0.0,0.0,0.5202,0.2471,0.3349,0.753,0.8099,0.7782,0.8757,0.9259,0.9001,0.8455,0.9467,0.8932,0.0,0.0,0.0,0.5301,0.7469,0.62,0.6026,0.8261,0.6963
4,lsqr,auto,0.0001,0.5629,0.5644,0.7146,0.5177,0.5629,0.5281,0.0485,0.2202,0.4356,0.4371,-0.0015,0.0,0.0,0.0,0.5271,0.242,0.3315,0.7641,0.8099,0.7838,0.8746,0.9268,0.8999,0.8446,0.9479,0.8932,0.0,0.0,0.0,0.5286,0.7477,0.6193,0.6027,0.8285,0.6973
4,eigen,0.1,0.0001,0.5621,0.5625,0.7147,0.5193,0.5621,0.5287,0.0483,0.2198,0.4375,0.4379,-0.0004,0.0,0.0,0.0,0.5197,0.2342,0.3227,0.7721,0.8099,0.7885,0.8753,0.9282,0.901,0.8441,0.9487,0.8933,0.0,0.0,0.0,0.5277,0.7519,0.6201,0.6151,0.8237,0.7038
4,eigen,0.1,0.001,0.5621,0.5625,0.7147,0.5193,0.5621,0.5287,0.0483,0.2198,0.4375,0.4379,-0.0004,0.0,0.0,0.0,0.5197,0.2342,0.3227,0.7721,0.8099,0.7885,0.8753,0.9282,0.901,0.8441,0.9487,0.8933,0.0,0.0,0.0,0.5277,0.7519,0.6201,0.6151,0.8237,0.7038
4,lsqr,0.1,0.01,0.5621,0.5625,0.7147,0.5193,0.5621,0.5287,0.0483,0.2198,0.4375,0.4379,-0.0004,0.0,0.0,0.0,0.5197,0.2342,0.3227,0.7721,0.8099,0.7885,0.8753,0.9282,0.901,0.8441,0.9487,0.8933,0.0,0.0,0.0,0.5277,0.7519,0.6201,0.6151,0.8237,0.7038
4,eigen,0.3,0.01,0.5586,0.559,0.7145,0.5233,0.5586,0.5282,0.0484,0.2199,0.441,0.4414,-0.0004,0.0,0.0,0.0,0.5277,0.2207,0.311,0.7874,0.7963,0.7897,0.8708,0.9315,0.9001,0.8388,0.9506,0.8912,0.0,0.0,0.0,0.526,0.7561,0.6204,0.6355,0.8141,0.713
4,lsqr,0.3,0.01,0.5586,0.559,0.7145,0.5233,0.5586,0.5282,0.0484,0.2199,0.441,0.4414,-0.0004,0.0,0.0,0.0,0.5277,0.2207,0.311,0.7874,0.7963,0.7897,0.8708,0.9315,0.9001,0.8388,0.9506,0.8912,0.0,0.0,0.0,0.526,0.7561,0.6204,0.6355,0.8141,0.713
4,eigen,0.3,0.0001,0.5586,0.559,0.7145,0.5233,0.5586,0.5282,0.0484,0.2199,0.441,0.4414,-0.0004,0.0,0.0,0.0,0.5277,0.2207,0.311,0.7874,0.7963,0.7897,0.8708,0.9315,0.9001,0.8388,0.9506,0.8912,0.0,0.0,0.0,0.526,0.7561,0.6204,0.6355,0.8141,0.713
3,lsqr,,0.0001,0.5585,0.5598,0.7062,0.5175,0.5585,0.5263,0.05,0.2235,0.4402,0.4415,-0.0013,0.0,0.0,0.0,0.5221,0.2466,0.3347,0.802,0.8099,0.8037,0.8634,0.9151,0.8885,0.8416,0.9433,0.8895,0.0,0.0,0.0,0.5179,0.7282,0.6053,0.5928,0.8249,0.6891
3,lsqr,,0.01,0.5585,0.5598,0.7062,0.5175,0.5585,0.5263,0.05,0.2235,0.4402,0.4415,-0.0013,0.0,0.0,0.0,0.5221,0.2466,0.3347,0.802,0.8099,0.8037,0.8634,0.9151,0.8885,0.8416,0.9433,0.8895,0.0,0.0,0.0,0.5179,0.7282,0.6053,0.5928,0.8249,0.6891
3,eigen,,0.0001,0.5585,0.5598,0.7062,0.5175,0.5585,0.5263,0.05,0.2235,0.4402,0.4415,-0.0013,0.0,0.0,0.0,0.5221,0.2466,0.3347,0.802,0.8099,0.8037,0.8634,0.9151,0.8885,0.8416,0.9433,0.8895,0.0,0.0,0.0,0.5179,0.7282,0.6053,0.5928,0.8249,0.6891
3,eigen,,0.001,0.5585,0.5598,0.7062,0.5175,0.5585,0.5263,0.05,0.2235,0.4402,0.4415,-0.0013,0.0,0.0,0.0,0.5221,0.2466,0.3347,0.802,0.8099,0.8037,0.8634,0.9151,0.8885,0.8416,0.9433,0.8895,0.0,0.0,0.0,0.5179,0.7282,0.6053,0.5928,0.8249,0.6891
3,lsqr,auto,0.01,0.5582,0.5599,0.7059,0.5174,0.5582,0.5257,0.05,0.2236,0.4401,0.4418,-0.0016,0.0,0.0,0.0,0.5245,0.2408,0.3299,0.802,0.8099,0.8037,0.8623,0.9157,0.8882,0.8415,0.9441,0.8898,0.0,0.0,0.0,0.517,0.7294,0.6051,0.5921,0.8261,0.689
3,eigen,auto,0.01,0.5582,0.5599,0.7059,0.5174,0.5582,0.5257,0.05,0.2236,0.4401,0.4418,-0.0016,0.0,0.0,0.0,0.5245,0.2408,0.3299,0.802,0.8099,0.8037,0.8623,0.9157,0.8882,0.8415,0.9441,0.8898,0.0,0.0,0.0,0.517,0.7294,0.6051,0.5921,0.8261,0.689
3,eigen,auto,0.001,0.5582,0.5599,0.7059,0.5174,0.5582,0.5257,0.05,0.2236,0.4401,0.4418,-0.0016,0.0,0.0,0.0,0.5245,0.2408,0.3299,0.802,0.8099,0.8037,0.8623,0.9157,0.8882,0.8415,0.9441,0.8898,0.0,0.0,0.0,0.517,0.7294,0.6051,0.5921,0.8261,0.689
3,lsqr,auto,0.0001,0.5582,0.5599,0.7059,0.5174,0.5582,0.5257,0.05,0.2236,0.4401,0.4418,-0.0016,0.0,0.0,0.0,0.5245,0.2408,0.3299,0.802,0.8099,0.8037,0.8623,0.9157,0.8882,0.8415,0.9441,0.8898,0.0,0.0,0.0,0.517,0.7294,0.6051,0.5921,0.8261,0.689
3,lsqr,0.1,0.01,0.5573,0.5578,0.7075,0.5184,0.5573,0.5254,0.0499,0.2234,0.4422,0.4427,-0.0006,0.0,0.0,0.0,0.5219,0.2285,0.3176,0.802,0.8099,0.8037,0.8645,0.9229,0.8927,0.8396,0.9438,0.8887,0.0,0.0,0.0,0.518,0.7366,0.6082,0.6012,0.8165,0.6918
3,lsqr,0.1,0.001,0.5573,0.5578,0.7075,0.5184,0.5573,0.5254,0.0499,0.2234,0.4422,0.4427,-0.0006,0.0,0.0,0.0,0.5219,0.2285,0.3176,0.802,0.8099,0.8037,0.8645,0.9229,0.8927,0.8396,0.9438,0.8887,0.0,0.0,0.0,0.518,0.7366,0.6082,0.6012,0.8165,0.6918
3,eigen,0.1,0.01,0.5573,0.5578,0.7075,0.5184,0.5573,0.5254,0.0499,0.2234,0.4422,0.4427,-0.0006,0.0,0.0,0.0,0.5219,0.2285,0.3176,0.802,0.8099,0.8037,0.8645,0.9229,0.8927,0.8396,0.9438,0.8887,0.0,0.0,0.0,0.518,0.7366,0.6082,0.6012,0.8165,0.6918
4,eigen,0.5,0.01,0.5539,0.5552,0.7139,0.5256,0.5539,0.527,0.0485,0.2202,0.4448,0.4461,-0.0013,0.0,0.0,0.0,0.5302,0.2191,0.31,0.7966,0.7694,0.7801,0.8655,0.9341,0.8985,0.8359,0.9511,0.8897,0.0,0.0,0.0,0.5252,0.7529,0.6188,0.6511,0.8045,0.719
4,lsqr,0.5,0.001,0.5539,0.5552,0.7139,0.5256,0.5539,0.527,0.0485,0.2202,0.4448,0.4461,-0.0013,0.0,0.0,0.0,0.5302,0.2191,0.31,0.7966,0.7694,0.7801,0.8655,0.9341,0.8985,0.8359,0.9511,0.8897,0.0,0.0,0.0,0.5252,0.7529,0.6188,0.6511,0.8045,0.719
4,eigen,0.5,0.0001,0.5539,0.5552,0.7139,0.5256,0.5539,0.527,0.0485,0.2202,0.4448,0.4461,-0.0013,0.0,0.0,0.0,0.5302,0.2191,0.31,0.7966,0.7694,0.7801,0.8655,0.9341,0.8985,0.8359,0.9511,0.8897,0.0,0.0,0.0,0.5252,0.7529,0.6188,0.6511,0.8045,0.719
4,lsqr,0.5,0.01,0.5539,0.5552,0.7139,0.5256,0.5539,0.527,0.0485,0.2202,0.4448,0.4461,-0.0013,0.0,0.0,0.0,0.5302,0.2191,0.31,0.7966,0.7694,0.7801,0.8655,0.9341,0.8985,0.8359,0.9511,0.8897,0.0,0.0,0.0,0.5252,0.7529,0.6188,0.6511,0.8045,0.719
3,lsqr,0.3,0.001,0.5535,0.5551,0.7089,0.5221,0.5535,0.5245,0.0498,0.2233,0.4449,0.4465,-0.0016,0.0,0.0,0.0,0.5261,0.2107,0.3008,0.8032,0.7897,0.7937,0.8629,0.931,0.8957,0.833,0.9472,0.8864,0.0,0.0,0.0,0.5176,0.7435,0.6103,0.6338,0.8057,0.7088
3,lsqr,0.3,0.0001,0.5535,0.5551,0.7089,0.5221,0.5535,0.5245,0.0498,0.2233,0.4449,0.4465,-0.0016,0.0,0.0,0.0,0.5261,0.2107,0.3008,0.8032,0.7897,0.7937,0.8629,0.931,0.8957,0.833,0.9472,0.8864,0.0,0.0,0.0,0.5176,0.7435,0.6103,0.6338,0.8057,0.7088
4,eigen,0.7,0.001,0.5477,0.5502,0.7114,0.5306,0.5477,0.5264,0.0486,0.2204,0.4498,0.4523,-0.0025,0.0,0.0,0.0,0.5283,0.2216,0.3121,0.8459,0.7421,0.7856,0.8557,0.9379,0.8949,0.8327,0.9523,0.8885,0.0,0.0,0.0,0.5227,0.7379,0.6119,0.66,0.7902,0.7185
4,lsqr,0.7,0.01,0.5477,0.5502,0.7114,0.5306,0.5477,0.5264,0.0486,0.2204,0.4498,0.4523,-0.0025,0.0,0.0,0.0,0.5283,0.2216,0.3121,0.8459,0.7421,0.7856,0.8557,0.9379,0.8949,0.8327,0.9523,0.8885,0.0,0.0,0.0,0.5227,0.7379,0.6119,0.66,0.7902,0.7185
3,lsqr,0.5,0.0001,0.5456,0.5485,0.7092,0.5222,0.5456,0.5205,0.0499,0.2233,0.4515,0.4544,-0.0029,0.0,0.0,0.0,0.5261,0.2098,0.2999,0.7957,0.7352,0.7599,0.8569,0.9361,0.8947,0.8325,0.9496,0.8872,0.0,0.0,0.0,0.5189,0.7403,0.6101,0.6472,0.7938,0.7124
3,eigen,0.5,0.001,0.5456,0.5485,0.7092,0.5222,0.5456,0.5205,0.0499,0.2233,0.4515,0.4544,-0.0029,0.0,0.0,0.0,0.5261,0.2098,0.2999,0.7957,0.7352,0.7599,0.8569,0.9361,0.8947,0.8325,0.9496,0.8872,0.0,0.0,0.0,0.5189,0.7403,0.6101,0.6472,0.7938,0.7124
3,eigen,0.5,0.0001,0.5456,0.5485,0.7092,0.5222,0.5456,0.5205,0.0499,0.2233,0.4515,0.4544,-0.0029,0.0,0.0,0.0,0.5261,0.2098,0.2999,0.7957,0.7352,0.7599,0.8569,0.9361,0.8947,0.8325,0.9496,0.8872,0.0,0.0,0.0,0.5189,0.7403,0.6101,0.6472,0.7938,0.7124
3,lsqr,0.5,0.01,0.5456,0.5485,0.7092,0.5222,0.5456,0.5205,0.0499,0.2233,0.4515,0.4544,-0.0029,0.0,0.0,0.0,0.5261,0.2098,0.2999,0.7957,0.7352,0.7599,0.8569,0.9361,0.8947,0.8325,0.9496,0.8872,0.0,0.0,0.0,0.5189,0.7403,0.6101,0.6472,0.7938,0.7124
4,lsqr,0.9,0.0001,0.544,0.5454,0.7101,0.5366,0.544,0.5279,0.0488,0.2209,0.4546,0.456,-0.0015,0.0,0.0,0.0,0.5115,0.23,0.3172,0.902,0.7216,0.7941,0.8482,0.9424,0.8928,0.832,0.9525,0.8882,0.0,0.0,0.0,0.5238,0.7222,0.6071,0.675,0.783,0.7242
4,eigen,0.9,0.01,0.544,0.5454,0.7101,0.5366,0.544,0.5279,0.0488,0.2209,0.4546,0.456,-0.0015,0.0,0.0,0.0,0.5115,0.23,0.3172,0.902,0.7216,0.7941,0.8482,0.9424,0.8928,0.832,0.9525,0.8882,0.0,0.0,0.0,0.5238,0.7222,0.6071,0.675,0.783,0.7242
4,eigen,0.9,0.001,0.544,0.5454,0.7101,0.5366,0.544,0.5279,0.0488,0.2209,0.4546,0.456,-0.0015,0.0,0.0,0.0,0.5115,0.23,0.3172,0.902,0.7216,0.7941,0.8482,0.9424,0.8928,0.832,0.9525,0.8882,0.0,0.0,0.0,0.5238,0.7222,0.6071,0.675,0.783,0.7242
3,lsqr,0.7,0.0001,0.5407,0.5425,0.7084,0.5226,0.5407,0.5187,0.0499,0.2235,0.4575,0.4593,-0.0018,0.0,0.0,0.0,0.5251,0.2168,0.3067,0.7958,0.708,0.7429,0.8504,0.9394,0.8927,0.8304,0.9508,0.8865,0.0,0.0,0.0,0.5193,0.7298,0.6068,0.6595,0.7806,0.7142
3,eigen,0.7,0.01,0.5407,0.5425,0.7084,0.5226,0.5407,0.5187,0.0499,0.2235,0.4575,0.4593,-0.0018,0.0,0.0,0.0,0.5251,0.2168,0.3067,0.7958,0.708,0.7429,0.8504,0.9394,0.8927,0.8304,0.9508,0.8865,0.0,0.0,0.0,0.5193,0.7298,0.6068,0.6595,0.7806,0.7142
3,eigen,0.7,0.001,0.5407,0.5425,0.7084,0.5226,0.5407,0.5187,0.0499,0.2235,0.4575,0.4593,-0.0018,0.0,0.0,0.0,0.5251,0.2168,0.3067,0.7958,0.708,0.7429,0.8504,0.9394,0.8927,0.8304,0.9508,0.8865,0.0,0.0,0.0,0.5193,0.7298,0.6068,0.6595,0.7806,0.7142
3,eigen,0.7,0.0001,0.5407,0.5425,0.7084,0.5226,0.5407,0.5187,0.0499,0.2235,0.4575,0.4593,-0.0018,0.0,0.0,0.0,0.5251,0.2168,0.3067,0.7958,0.708,0.7429,0.8504,0.9394,0.8927,0.8304,0.9508,0.8865,0.0,0.0,0.0,0.5193,0.7298,0.6068,0.6595,0.7806,0.7142
3,eigen,0.9,0.0001,0.5371,0.5362,0.7072,0.5281,0.5371,0.5207,0.05,0.2236,0.4638,0.4629,0.0009,0.0,0.0,0.0,0.5105,0.2243,0.3115,0.8414,0.7014,0.7574,0.8431,0.9438,0.8906,0.8277,0.9518,0.8854,0.0,0.0,0.0,0.5205,0.7168,0.603,0.6813,0.759,0.7174
3,eigen,0.9,0.001,0.5371,0.5362,0.7072,0.5281,0.5371,0.5207,0.05,0.2236,0.4638,0.4629,0.0009,0.0,0.0,0.0,0.5105,0.2243,0.3115,0.8414,0.7014,0.7574,0.8431,0.9438,0.8906,0.8277,0.9518,0.8854,0.0,0.0,0.0,0.5205,0.7168,0.603,0.6813,0.759,0.7174
3,eigen,0.9,0.01,0.5371,0.5362,0.7072,0.5281,0.5371,0.5207,0.05,0.2236,0.4638,0.4629,0.0009,0.0,0.0,0.0,0.5105,0.2243,0.3115,0.8414,0.7014,0.7574,0.8431,0.9438,0.8906,0.8277,0.9518,0.8854,0.0,0.0,0.0,0.5205,0.7168,0.603,0.6813,0.759,0.7174
3,lsqr,0.9,0.001,0.5371,0.5362,0.7072,0.5281,0.5371,0.5207,0.05,0.2236,0.4638,0.4629,0.0009,0.0,0.0,0.0,0.5105,0.2243,0.3115,0.8414,0.7014,0.7574,0.8431,0.9438,0.8906,0.8277,0.9518,0.8854,0.0,0.0,0.0,0.5205,0.7168,0.603,0.6813,0.759,0.7174
2,lsqr,auto,0.001,0.3591,0.359,0.6694,0.4141,0.3591,0.3371,0.0549,0.2343,0.641,0.6409,0.0002,0.0,0.0,0.0,0.4916,0.2514,0.3324,0.0,0.0,0.0,0.8572,0.9113,0.8834,0.7133,0.9335,0.8087,0.0,0.0,0.0,0.4985,0.7348,0.594,0.752,0.0419,0.0785
2,lsqr,auto,0.0001,0.3591,0.359,0.6694,0.4141,0.3591,0.3371,0.0549,0.2343,0.641,0.6409,0.0002,0.0,0.0,0.0,0.4916,0.2514,0.3324,0.0,0.0,0.0,0.8572,0.9113,0.8834,0.7133,0.9335,0.8087,0.0,0.0,0.0,0.4985,0.7348,0.594,0.752,0.0419,0.0785
2,eigen,,0.01,0.3588,0.3592,0.6692,0.4125,0.3588,0.3366,0.0549,0.2343,0.6408,0.6412,-0.0004,0.0,0.0,0.0,0.4906,0.2523,0.333,0.0,0.0,0.0,0.8577,0.9107,0.8834,0.7132,0.933,0.8084,0.0,0.0,0.0,0.4983,0.7348,0.5939,0.7397,0.0396,0.0741
2,eigen,,0.0001,0.3588,0.3592,0.6692,0.4125,0.3588,0.3366,0.0549,0.2343,0.6408,0.6412,-0.0004,0.0,0.0,0.0,0.4906,0.2523,0.333,0.0,0.0,0.0,0.8577,0.9107,0.8834,0.7132,0.933,0.8084,0.0,0.0,0.0,0.4983,0.7348,0.5939,0.7397,0.0396,0.0741
2,eigen,,0.001,0.3588,0.3592,0.6692,0.4125,0.3588,0.3366,0.0549,0.2343,0.6408,0.6412,-0.0004,0.0,0.0,0.0,0.4906,0.2523,0.333,0.0,0.0,0.0,0.8577,0.9107,0.8834,0.7132,0.933,0.8084,0.0,0.0,0.0,0.4983,0.7348,0.5939,0.7397,0.0396,0.0741
2,lsqr,,0.01,0.3588,0.3592,0.6692,0.4125,0.3588,0.3366,0.0549,0.2343,0.6408,0.6412,-0.0004,0.0,0.0,0.0,0.4906,0.2523,0.333,0.0,0.0,0.0,0.8577,0.9107,0.8834,0.7132,0.933,0.8084,0.0,0.0,0.0,0.4983,0.7348,0.5939,0.7397,0.0396,0.0741
2,lsqr,,0.0001,0.3588,0.3592,0.6692,0.4125,0.3588,0.3366,0.0549,0.2343,0.6408,0.6412,-0.0004,0.0,0.0,0.0,0.4906,0.2523,0.333,0.0,0.0,0.0,0.8577,0.9107,0.8834,0.7132,0.933,0.8084,0.0,0.0,0.0,0.4983,0.7348,0.5939,0.7397,0.0396,0.0741
2,eigen,0.1,0.001,0.3563,0.3564,0.6713,0.3792,0.3563,0.33,0.0548,0.2341,0.6436,0.6437,-0.0001,0.0,0.0,0.0,0.5129,0.2366,0.3236,0.0,0.0,0.0,0.8591,0.9177,0.8874,0.7104,0.9381,0.8085,0.0,0.0,0.0,0.498,0.7457,0.5972,0.4533,0.012,0.0234
2,eigen,0.1,0.0001,0.3563,0.3564,0.6713,0.3792,0.3563,0.33,0.0548,0.2341,0.6436,0.6437,-0.0001,0.0,0.0,0.0,0.5129,0.2366,0.3236,0.0,0.0,0.0,0.8591,0.9177,0.8874,0.7104,0.9381,0.8085,0.0,0.0,0.0,0.498,0.7457,0.5972,0.4533,0.012,0.0234
2,eigen,0.1,0.01,0.3563,0.3564,0.6713,0.3792,0.3563,0.33,0.0548,0.2341,0.6436,0.6437,-0.0001,0.0,0.0,0.0,0.5129,0.2366,0.3236,0.0,0.0,0.0,0.8591,0.9177,0.8874,0.7104,0.9381,0.8085,0.0,0.0,0.0,0.498,0.7457,0.5972,0.4533,0.012,0.0234
2,eigen,0.3,0.01,0.3555,0.3556,0.6745,0.3241,0.3555,0.3265,0.0549,0.2343,0.6444,0.6445,-0.0001,0.0,0.0,0.0,0.529,0.2207,0.3113,0.0,0.0,0.0,0.8559,0.932,0.8923,0.705,0.9414,0.8062,0.0,0.0,0.0,0.5034,0.7501,0.6024,0.0,0.0,0.0
2,lsqr,0.5,0.01,0.3554,0.3555,0.6754,0.3242,0.3554,0.3256,0.0552,0.2349,0.6445,0.6446,-0.0,0.0,0.0,0.0,0.5373,0.2116,0.3034,0.0,0.0,0.0,0.8454,0.9394,0.8899,0.7005,0.9436,0.8041,0.0,0.0,0.0,0.5106,0.7487,0.6071,0.0,0.0,0.0
2,lsqr,0.5,0.0001,0.3554,0.3555,0.6754,0.3242,0.3554,0.3256,0.0552,0.2349,0.6445,0.6446,-0.0,0.0,0.0,0.0,0.5373,0.2116,0.3034,0.0,0.0,0.0,0.8454,0.9394,0.8899,0.7005,0.9436,0.8041,0.0,0.0,0.0,0.5106,0.7487,0.6071,0.0,0.0,0.0
2,lsqr,0.5,0.001,0.3554,0.3555,0.6754,0.3242,0.3554,0.3256,0.0552,0.2349,0.6445,0.6446,-0.0,0.0,0.0,0.0,0.5373,0.2116,0.3034,0.0,0.0,0.0,0.8454,0.9394,0.8899,0.7005,0.9436,0.8041,0.0,0.0,0.0,0.5106,0.7487,0.6071,0.0,0.0,0.0
2,eigen,0.5,0.01,0.3554,0.3555,0.6754,0.3242,0.3554,0.3256,0.0552,0.2349,0.6445,0.6446,-0.0,0.0,0.0,0.0,0.5373,0.2116,0.3034,0.0,0.0,0.0,0.8454,0.9394,0.8899,0.7005,0.9436,0.8041,0.0,0.0,0.0,0.5106,0.7487,0.6071,0.0,0.0,0.0
2,lsqr,0.7,0.001,0.3547,0.3547,0.6745,0.3224,0.3547,0.3248,0.0555,0.2356,0.6453,0.6453,-0.0,0.0,0.0,0.0,0.5308,0.2113,0.3021,0.0,0.0,0.0,0.8327,0.9444,0.885,0.7009,0.9436,0.8043,0.0,0.0,0.0,0.515,0.7383,0.6067,0.0,0.0,0.0
2,eigen,0.7,0.0001,0.3547,0.3547,0.6745,0.3224,0.3547,0.3248,0.0555,0.2356,0.6453,0.6453,-0.0,0.0,0.0,0.0,0.5308,0.2113,0.3021,0.0,0.0,0.0,0.8327,0.9444,0.885,0.7009,0.9436,0.8043,0.0,0.0,0.0,0.515,0.7383,0.6067,0.0,0.0,0.0
2,lsqr,0.7,0.0001,0.3547,0.3547,0.6745,0.3224,0.3547,0.3248,0.0555,0.2356,0.6453,0.6453,-0.0,0.0,0.0,0.0,0.5308,0.2113,0.3021,0.0,0.0,0.0,0.8327,0.9444,0.885,0.7009,0.9436,0.8043,0.0,0.0,0.0,0.515,0.7383,0.6067,0.0,0.0,0.0
2,lsqr,0.7,0.01,0.3547,0.3547,0.6745,0.3224,0.3547,0.3248,0.0555,0.2356,0.6453,0.6453,-0.0,0.0,0.0,0.0,0.5308,0.2113,0.3021,0.0,0.0,0.0,0.8327,0.9444,0.885,0.7009,0.9436,0.8043,0.0,0.0,0.0,0.515,0.7383,0.6067,0.0,0.0,0.0
2,eigen,0.9,0.01,0.3545,0.3545,0.6742,0.321,0.3545,0.3247,0.0558,0.2363,0.6455,0.6455,-0.0,0.0,0.0,0.0,0.5243,0.2149,0.3047,0.0,0.0,0.0,0.8219,0.9496,0.8811,0.7015,0.9439,0.8048,0.0,0.0,0.0,0.5203,0.7274,0.6066,0.0,0.0,0.0
2,lsqr,0.9,0.01,0.3545,0.3545,0.6742,0.321,0.3545,0.3247,0.0558,0.2363,0.6455,0.6455,-0.0,0.0,0.0,0.0,0.5243,0.2149,0.3047,0.0,0.0,0.0,0.8219,0.9496,0.8811,0.7015,0.9439,0.8048,0.0,0.0,0.0,0.5203,0.7274,0.6066,0.0,0.0,0.0
2,eigen,0.9,0.001,0.3545,0.3545,0.6742,0.321,0.3545,0.3247,0.0558,0.2363,0.6455,0.6455,-0.0,0.0,0.0,0.0,0.5243,0.2149,0.3047,0.0,0.0,0.0,0.8219,0.9496,0.8811,0.7015,0.9439,0.8048,0.0,0.0,0.0,0.5203,0.7274,0.6066,0.0,0.0,0.0
2,eigen,0.9,0.0001,0.3545,0.3545,0.6742,0.321,0.3545,0.3247,0.0558,0.2363,0.6455,0.6455,-0.0,0.0,0.0,0.0,0.5243,0.2149,0.3047,0.0,0.0,0.0,0.8219,0.9496,0.8811,0.7015,0.9439,0.8048,0.0,0.0,0.0,0.5203,0.7274,0.6066,0.0,0.0,0.0
